NCI,Start_Time,End_Time,Duration_Minutes,Recommendation
357783980,2024-02-12 04:45:00,2024-02-12 05:15:00,45,Shut Down (Low Utilization)
357783980,2024-02-13 00:15:00,2024-02-13 00:30:00,30,Shut Down (Low Utilization)
357783980,2024-02-13 02:30:00,2024-02-13 03:00:00,45,Shut Down (Low Utilization)
357783980,2024-02-13 03:45:00,2024-02-13 04:00:00,30,Shut Down (Low Utilization)
357783980,2024-02-13 04:30:00,2024-02-13 05:30:00,75,Shut Down (Low Utilization)
357783980,2024-02-14 01:15:00,2024-02-14 02:00:00,60,Shut Down (Low Utilization)
357783980,2024-02-14 02:30:00,2024-02-14 03:45:00,90,Shut Down (Low Utilization)
357783980,2024-02-14 04:30:00,2024-02-14 05:45:00,90,Shut Down (Low Utilization)
357783980,2024-02-15 02:15:00,2024-02-15 02:45:00,45,Shut Down (Low Utilization)
357783980,2024-02-15 03:15:00,2024-02-15 03:30:00,30,Shut Down (Low Utilization)
357783980,2024-02-15 04:45:00,2024-02-15 05:00:00,30,Shut Down (Low Utilization)
357783980,2024-02-16 00:00:00,2024-02-16 00:15:00,30,Shut Down (Low Utilization)
357783980,2024-02-16 01:45:00,2024-02-16 02:30:00,60,Shut Down (Low Utilization)
357783980,2024-02-17 01:00:00,2024-02-17 01:15:00,30,Shut Down (Low Utilization)
357783980,2024-02-17 01:45:00,2024-02-17 02:00:00,30,Shut Down (Low Utilization)
357783980,2024-02-17 02:30:00,2024-02-17 03:15:00,60,Shut Down (Low Utilization)
357783980,2024-02-17 04:00:00,2024-02-17 04:15:00,30,Shut Down (Low Utilization)
357783980,2024-02-17 04:45:00,2024-02-17 05:00:00,30,Shut Down (Low Utilization)
357783980,2024-02-17 05:30:00,2024-02-17 06:45:00,90,Shut Down (Low Utilization)
357783980,2024-02-18 01:00:00,2024-02-18 02:15:00,90,Shut Down (Low Utilization)
357783980,2024-02-18 03:00:00,2024-02-18 03:30:00,45,Shut Down (Low Utilization)
357783980,2024-02-18 04:30:00,2024-02-18 04:45:00,30,Shut Down (Low Utilization)
357783980,2024-02-18 05:30:00,2024-02-18 06:00:00,45,Shut Down (Low Utilization)
357783980,2024-02-18 06:30:00,2024-02-18 06:45:00,30,Shut Down (Low Utilization)
357783980,2024-02-19 00:00:00,2024-02-19 00:15:00,30,Shut Down (Low Utilization)
357783980,2024-02-19 00:45:00,2024-02-19 02:00:00,90,Shut Down (Low Utilization)
357783980,2024-02-19 03:00:00,2024-02-19 03:15:00,30,Shut Down (Low Utilization)
357783980,2024-02-19 03:45:00,2024-02-19 04:15:00,45,Shut Down (Low Utilization)
357783980,2024-02-19 04:45:00,2024-02-19 05:15:00,45,Shut Down (Low Utilization)
357783980,2024-02-20 00:15:00,2024-02-20 00:30:00,30,Shut Down (Low Utilization)
357783980,2024-02-20 01:45:00,2024-02-20 02:00:00,30,Shut Down (Low Utilization)
357783980,2024-02-20 02:30:00,2024-02-20 03:00:00,45,Shut Down (Low Utilization)
357783980,2024-02-20 03:30:00,2024-02-20 03:45:00,30,Shut Down (Low Utilization)
357783980,2024-02-20 04:45:00,2024-02-20 05:00:00,30,Shut Down (Low Utilization)
357783980,2024-02-21 00:30:00,2024-02-21 01:00:00,45,Shut Down (Low Utilization)
357783980,2024-02-21 01:45:00,2024-02-21 02:00:00,30,Shut Down (Low Utilization)
357783980,2024-02-21 02:30:00,2024-02-21 03:00:00,45,Shut Down (Low Utilization)
357783980,2024-02-21 05:15:00,2024-02-21 05:45:00,45,Shut Down (Low Utilization)
357783980,2024-02-22 00:00:00,2024-02-22 00:15:00,30,Shut Down (Low Utilization)
357783980,2024-02-22 01:00:00,2024-02-22 01:30:00,45,Shut Down (Low Utilization)
357783980,2024-02-22 02:00:00,2024-02-22 02:45:00,60,Shut Down (Low Utilization)
357783980,2024-02-22 03:15:00,2024-02-22 04:00:00,60,Shut Down (Low Utilization)
357783980,2024-02-22 05:15:00,2024-02-22 05:45:00,45,Shut Down (Low Utilization)
357783980,2024-02-23 00:00:00,2024-02-23 00:15:00,30,Shut Down (Low Utilization)
357783980,2024-02-23 01:30:00,2024-02-23 01:45:00,30,Shut Down (Low Utilization)
357783980,2024-02-23 02:15:00,2024-02-23 03:00:00,60,Shut Down (Low Utilization)
357783980,2024-02-23 03:30:00,2024-02-23 03:45:00,30,Shut Down (Low Utilization)
357783980,2024-02-23 05:00:00,2024-02-23 05:30:00,45,Shut Down (Low Utilization)
357783980,2024-02-24 01:30:00,2024-02-24 01:45:00,30,Shut Down (Low Utilization)
357783980,2024-02-24 02:45:00,2024-02-24 03:15:00,45,Shut Down (Low Utilization)
357783980,2024-02-24 04:30:00,2024-02-24 04:45:00,30,Shut Down (Low Utilization)
357783980,2024-02-24 05:45:00,2024-02-24 06:00:00,30,Shut Down (Low Utilization)
357783980,2024-02-24 06:30:00,2024-02-24 06:45:00,30,Shut Down (Low Utilization)
357783980,2024-02-25 01:00:00,2024-02-25 01:15:00,30,Shut Down (Low Utilization)
357783980,2024-02-25 02:15:00,2024-02-25 03:00:00,60,Shut Down (Low Utilization)
357783980,2024-02-25 05:15:00,2024-02-25 05:45:00,45,Shut Down (Low Utilization)
357783980,2024-02-26 01:00:00,2024-02-26 01:15:00,30,Shut Down (Low Utilization)
357783980,2024-02-26 01:45:00,2024-02-26 02:00:00,30,Shut Down (Low Utilization)
357783980,2024-02-26 02:30:00,2024-02-26 03:00:00,45,Shut Down (Low Utilization)
357783980,2024-02-26 04:15:00,2024-02-26 04:30:00,30,Shut Down (Low Utilization)
357783980,2024-02-26 05:30:00,2024-02-26 05:45:00,30,Shut Down (Low Utilization)
357783980,2024-02-27 00:15:00,2024-02-27 01:00:00,60,Shut Down (Low Utilization)
357783980,2024-02-27 02:45:00,2024-02-27 03:15:00,45,Shut Down (Low Utilization)
357783980,2024-02-27 04:00:00,2024-02-27 04:15:00,30,Shut Down (Low Utilization)
357783980,2024-02-27 04:45:00,2024-02-27 05:00:00,30,Shut Down (Low Utilization)
357783980,2024-02-27 05:30:00,2024-02-27 05:45:00,30,Shut Down (Low Utilization)
357783980,2024-02-28 00:00:00,2024-02-28 00:15:00,30,Shut Down (Low Utilization)
357783980,2024-02-28 00:45:00,2024-02-28 01:00:00,30,Shut Down (Low Utilization)
357783980,2024-02-28 01:30:00,2024-02-28 02:00:00,45,Shut Down (Low Utilization)
357783980,2024-02-28 02:30:00,2024-02-28 03:00:00,45,Shut Down (Low Utilization)
357783980,2024-02-28 04:15:00,2024-02-28 04:30:00,30,Shut Down (Low Utilization)
357783980,2024-02-28 05:00:00,2024-02-28 05:30:00,45,Shut Down (Low Utilization)
357783980,2024-02-29 02:30:00,2024-02-29 03:15:00,60,Shut Down (Low Utilization)
357783980,2024-02-29 03:45:00,2024-02-29 04:00:00,30,Shut Down (Low Utilization)
357783980,2024-03-01 00:15:00,2024-03-01 02:30:00,150,Shut Down (Low Utilization)
357783980,2024-03-01 03:00:00,2024-03-01 03:45:00,60,Shut Down (Low Utilization)
357783980,2024-03-01 04:45:00,2024-03-01 05:00:00,30,Shut Down (Low Utilization)
357783980,2024-03-01 05:30:00,2024-03-01 05:45:00,30,Shut Down (Low Utilization)
357783980,2024-03-02 01:00:00,2024-03-02 01:30:00,45,Shut Down (Low Utilization)
357783980,2024-03-02 02:30:00,2024-03-02 03:30:00,75,Shut Down (Low Utilization)
357783980,2024-03-02 05:00:00,2024-03-02 05:15:00,30,Shut Down (Low Utilization)
357783980,2024-03-02 05:45:00,2024-03-02 06:15:00,45,Shut Down (Low Utilization)
357783980,2024-03-03 02:00:00,2024-03-03 02:30:00,45,Shut Down (Low Utilization)
357783980,2024-03-03 03:15:00,2024-03-03 03:30:00,30,Shut Down (Low Utilization)
357783980,2024-03-03 04:30:00,2024-03-03 04:45:00,30,Shut Down (Low Utilization)
357783980,2024-03-03 05:45:00,2024-03-03 06:00:00,30,Shut Down (Low Utilization)
357783980,2024-03-04 00:00:00,2024-03-04 01:15:00,90,Shut Down (Low Utilization)
357783980,2024-03-04 02:00:00,2024-03-04 02:30:00,45,Shut Down (Low Utilization)
357783980,2024-03-04 04:00:00,2024-03-04 04:45:00,60,Shut Down (Low Utilization)
357783980,2024-03-05 00:30:00,2024-03-05 01:00:00,45,Shut Down (Low Utilization)
357783980,2024-03-05 01:30:00,2024-03-05 01:45:00,30,Shut Down (Low Utilization)
357783980,2024-03-05 03:30:00,2024-03-05 03:45:00,30,Shut Down (Low Utilization)
357783980,2024-03-05 04:15:00,2024-03-05 05:00:00,60,Shut Down (Low Utilization)
357783980,2024-03-06 00:00:00,2024-03-06 00:15:00,30,Shut Down (Low Utilization)
357783980,2024-03-06 01:30:00,2024-03-06 02:15:00,60,Shut Down (Low Utilization)
357783980,2024-03-06 02:45:00,2024-03-06 03:30:00,60,Shut Down (Low Utilization)
357783980,2024-03-07 00:00:00,2024-03-07 01:15:00,90,Shut Down (Low Utilization)
357783980,2024-03-07 04:45:00,2024-03-07 05:00:00,30,Shut Down (Low Utilization)
357783980,2024-03-08 00:00:00,2024-03-08 00:15:00,30,Shut Down (Low Utilization)
357783980,2024-03-08 01:30:00,2024-03-08 02:45:00,90,Shut Down (Low Utilization)
357783980,2024-03-08 03:45:00,2024-03-08 04:45:00,75,Shut Down (Low Utilization)
357783980,2024-03-08 05:30:00,2024-03-08 05:45:00,30,Shut Down (Low Utilization)
357783980,2024-03-09 01:15:00,2024-03-09 01:45:00,45,Shut Down (Low Utilization)
357783980,2024-03-09 03:00:00,2024-03-09 04:15:00,90,Shut Down (Low Utilization)
357783980,2024-03-09 05:00:00,2024-03-09 05:30:00,45,Shut Down (Low Utilization)
357783980,2024-03-10 04:15:00,2024-03-10 04:45:00,45,Shut Down (Low Utilization)
357783980,2024-03-10 05:15:00,2024-03-10 05:30:00,30,Shut Down (Low Utilization)
357783980,2024-03-10 06:30:00,2024-03-10 06:45:00,30,Shut Down (Low Utilization)
357783980,2024-03-11 00:30:00,2024-03-11 00:45:00,30,Shut Down (Low Utilization)
357783980,2024-03-11 01:30:00,2024-03-11 01:45:00,30,Shut Down (Low Utilization)
357783980,2024-03-11 02:15:00,2024-03-11 02:30:00,30,Shut Down (Low Utilization)
357783980,2024-03-11 03:30:00,2024-03-11 03:45:00,30,Shut Down (Low Utilization)
357783980,2024-03-11 04:15:00,2024-03-11 05:00:00,60,Shut Down (Low Utilization)
357783980,2024-03-11 05:30:00,2024-03-11 05:45:00,30,Shut Down (Low Utilization)
357783980,2024-03-12 00:45:00,2024-03-12 01:30:00,60,Shut Down (Low Utilization)
357783980,2024-03-12 02:00:00,2024-03-12 02:15:00,30,Shut Down (Low Utilization)
357783980,2024-03-12 03:00:00,2024-03-12 03:15:00,30,Shut Down (Low Utilization)
357783980,2024-03-12 04:15:00,2024-03-12 04:30:00,30,Shut Down (Low Utilization)
357783980,2024-03-12 05:00:00,2024-03-12 05:30:00,45,Shut Down (Low Utilization)
357783980,2024-03-13 00:00:00,2024-03-13 02:00:00,135,Shut Down (Low Utilization)
357783980,2024-03-13 03:00:00,2024-03-13 04:45:00,120,Shut Down (Low Utilization)
357783980,2024-03-14 00:45:00,2024-03-14 01:00:00,30,Shut Down (Low Utilization)
357783980,2024-03-14 03:00:00,2024-03-14 03:15:00,30,Shut Down (Low Utilization)
357783980,2024-03-14 03:45:00,2024-03-14 04:30:00,60,Shut Down (Low Utilization)
357783980,2024-03-14 05:15:00,2024-03-14 05:45:00,45,Shut Down (Low Utilization)
357783980,2024-03-15 01:15:00,2024-03-15 01:45:00,45,Shut Down (Low Utilization)
357783980,2024-03-15 02:15:00,2024-03-15 02:30:00,30,Shut Down (Low Utilization)
357783980,2024-03-15 04:00:00,2024-03-15 04:45:00,60,Shut Down (Low Utilization)
357783980,2024-03-16 01:00:00,2024-03-16 01:45:00,60,Shut Down (Low Utilization)
357783980,2024-03-16 04:45:00,2024-03-16 06:45:00,135,Shut Down (Low Utilization)
357783980,2024-03-17 01:30:00,2024-03-17 01:45:00,30,Shut Down (Low Utilization)
357783980,2024-03-17 02:45:00,2024-03-17 03:15:00,45,Shut Down (Low Utilization)
357783980,2024-03-17 03:45:00,2024-03-17 04:00:00,30,Shut Down (Low Utilization)
357783980,2024-03-17 04:45:00,2024-03-17 05:30:00,60,Shut Down (Low Utilization)
357783980,2024-03-18 00:30:00,2024-03-18 01:00:00,45,Shut Down (Low Utilization)
357783980,2024-03-18 01:30:00,2024-03-18 01:45:00,30,Shut Down (Low Utilization)
357783980,2024-03-18 02:30:00,2024-03-18 03:15:00,60,Shut Down (Low Utilization)
357783980,2024-03-18 04:00:00,2024-03-18 04:30:00,45,Shut Down (Low Utilization)
357783980,2024-03-18 05:30:00,2024-03-18 05:45:00,30,Shut Down (Low Utilization)
357783980,2024-03-19 00:30:00,2024-03-19 00:45:00,30,Shut Down (Low Utilization)
357783980,2024-03-19 03:30:00,2024-03-19 04:30:00,75,Shut Down (Low Utilization)
357783980,2024-03-19 05:15:00,2024-03-19 05:45:00,45,Shut Down (Low Utilization)
357783980,2024-03-20 00:15:00,2024-03-20 00:30:00,30,Shut Down (Low Utilization)
357783980,2024-03-20 01:15:00,2024-03-20 01:45:00,45,Shut Down (Low Utilization)
357783980,2024-03-20 04:30:00,2024-03-20 05:15:00,60,Shut Down (Low Utilization)
357783980,2024-03-21 00:45:00,2024-03-21 01:45:00,75,Shut Down (Low Utilization)
357783980,2024-03-21 03:15:00,2024-03-21 03:30:00,30,Shut Down (Low Utilization)
357783980,2024-03-21 04:45:00,2024-03-21 05:15:00,45,Shut Down (Low Utilization)
357783980,2024-03-22 00:45:00,2024-03-22 01:15:00,45,Shut Down (Low Utilization)
357783980,2024-03-22 02:00:00,2024-03-22 02:30:00,45,Shut Down (Low Utilization)
357783980,2024-03-22 03:30:00,2024-03-22 03:45:00,30,Shut Down (Low Utilization)
357783980,2024-03-22 04:15:00,2024-03-22 04:30:00,30,Shut Down (Low Utilization)
357783980,2024-03-23 01:15:00,2024-03-23 01:45:00,45,Shut Down (Low Utilization)
357783980,2024-03-23 03:15:00,2024-03-23 03:30:00,30,Shut Down (Low Utilization)
357783980,2024-03-23 04:00:00,2024-03-23 04:15:00,30,Shut Down (Low Utilization)
357783980,2024-03-23 04:45:00,2024-03-23 05:15:00,45,Shut Down (Low Utilization)
357783980,2024-03-23 06:00:00,2024-03-23 06:15:00,30,Shut Down (Low Utilization)
357783980,2024-03-24 02:30:00,2024-03-24 03:00:00,45,Shut Down (Low Utilization)
357783980,2024-03-24 03:45:00,2024-03-24 06:30:00,180,Shut Down (Low Utilization)
357783980,2024-03-25 00:45:00,2024-03-25 02:00:00,90,Shut Down (Low Utilization)
357783980,2024-03-25 03:00:00,2024-03-25 03:15:00,30,Shut Down (Low Utilization)
357783980,2024-03-25 04:15:00,2024-03-25 05:00:00,60,Shut Down (Low Utilization)
357783980,2024-03-25 05:30:00,2024-03-25 05:45:00,30,Shut Down (Low Utilization)
357783980,2024-03-26 02:30:00,2024-03-26 02:45:00,30,Shut Down (Low Utilization)
357783980,2024-03-26 03:15:00,2024-03-26 03:45:00,45,Shut Down (Low Utilization)
357783980,2024-03-26 04:15:00,2024-03-26 04:30:00,30,Shut Down (Low Utilization)
357783980,2024-03-27 00:00:00,2024-03-27 00:30:00,45,Shut Down (Low Utilization)
357783980,2024-03-27 01:45:00,2024-03-27 02:00:00,30,Shut Down (Low Utilization)
357783980,2024-03-27 02:30:00,2024-03-27 03:30:00,75,Shut Down (Low Utilization)
357783980,2024-03-27 04:00:00,2024-03-27 04:30:00,45,Shut Down (Low Utilization)
357783980,2024-03-28 01:00:00,2024-03-28 02:00:00,75,Shut Down (Low Utilization)
357783980,2024-03-28 02:45:00,2024-03-28 03:00:00,30,Shut Down (Low Utilization)
357783980,2024-03-28 03:30:00,2024-03-28 03:45:00,30,Shut Down (Low Utilization)
357783980,2024-03-28 04:15:00,2024-03-28 05:45:00,105,Shut Down (Low Utilization)
357783980,2024-03-29 00:00:00,2024-03-29 00:15:00,30,Shut Down (Low Utilization)
357783980,2024-03-29 01:30:00,2024-03-29 02:45:00,90,Shut Down (Low Utilization)
357783980,2024-03-29 03:30:00,2024-03-29 04:00:00,45,Shut Down (Low Utilization)
357783980,2024-03-29 04:45:00,2024-03-29 05:45:00,75,Shut Down (Low Utilization)
357783980,2024-03-30 01:30:00,2024-03-30 01:45:00,30,Shut Down (Low Utilization)
357783980,2024-03-30 02:30:00,2024-03-30 03:00:00,45,Shut Down (Low Utilization)
357783980,2024-03-30 03:45:00,2024-03-30 04:00:00,30,Shut Down (Low Utilization)
357783980,2024-03-30 04:45:00,2024-03-30 05:00:00,30,Shut Down (Low Utilization)
357783980,2024-03-30 05:30:00,2024-03-30 06:00:00,45,Shut Down (Low Utilization)
357783980,2024-03-30 06:30:00,2024-03-30 06:45:00,30,Shut Down (Low Utilization)
357783980,2024-03-31 01:15:00,2024-03-31 02:00:00,60,Shut Down (Low Utilization)
357783980,2024-03-31 02:30:00,2024-03-31 02:45:00,30,Shut Down (Low Utilization)
357783980,2024-03-31 03:15:00,2024-03-31 03:45:00,45,Shut Down (Low Utilization)
357783980,2024-03-31 04:15:00,2024-03-31 04:45:00,45,Shut Down (Low Utilization)
357783980,2024-03-31 05:30:00,2024-03-31 06:00:00,45,Shut Down (Low Utilization)
357783980,2024-04-01 01:00:00,2024-04-01 01:30:00,45,Shut Down (Low Utilization)
357783980,2024-04-01 02:00:00,2024-04-01 02:30:00,45,Shut Down (Low Utilization)
357783980,2024-04-01 04:00:00,2024-04-01 04:30:00,45,Shut Down (Low Utilization)
357783980,2024-04-01 05:45:00,2024-04-01 06:00:00,30,Shut Down (Low Utilization)
357783980,2024-04-02 03:15:00,2024-04-02 03:30:00,30,Shut Down (Low Utilization)
357783980,2024-04-03 02:00:00,2024-04-03 03:30:00,105,Shut Down (Low Utilization)
357783980,2024-04-03 05:15:00,2024-04-03 05:45:00,45,Shut Down (Low Utilization)
357783980,2024-04-04 02:00:00,2024-04-04 02:30:00,45,Shut Down (Low Utilization)
357783980,2024-04-04 03:30:00,2024-04-04 05:00:00,105,Shut Down (Low Utilization)
357783980,2024-04-05 01:30:00,2024-04-05 01:45:00,30,Shut Down (Low Utilization)
357783980,2024-04-05 03:30:00,2024-04-05 04:00:00,45,Shut Down (Low Utilization)
357783980,2024-04-05 04:30:00,2024-04-05 04:45:00,30,Shut Down (Low Utilization)
357783980,2024-04-05 05:45:00,2024-04-05 06:00:00,30,Shut Down (Low Utilization)
357783980,2024-04-06 01:00:00,2024-04-06 01:30:00,45,Shut Down (Low Utilization)
357783980,2024-04-06 03:15:00,2024-04-06 03:45:00,45,Shut Down (Low Utilization)
357783980,2024-04-06 04:15:00,2024-04-06 04:30:00,30,Shut Down (Low Utilization)
357783980,2024-04-06 05:45:00,2024-04-06 06:00:00,30,Shut Down (Low Utilization)
357783980,2024-04-07 01:15:00,2024-04-07 01:30:00,30,Shut Down (Low Utilization)
357783980,2024-04-07 02:00:00,2024-04-07 03:45:00,120,Shut Down (Low Utilization)
357783980,2024-04-07 05:00:00,2024-04-07 05:15:00,30,Shut Down (Low Utilization)
357783980,2024-04-07 05:45:00,2024-04-07 06:00:00,30,Shut Down (Low Utilization)
357783980,2024-04-08 01:00:00,2024-04-08 01:15:00,30,Shut Down (Low Utilization)
357783980,2024-04-08 01:45:00,2024-04-08 02:00:00,30,Shut Down (Low Utilization)
357783980,2024-04-08 03:45:00,2024-04-08 04:00:00,30,Shut Down (Low Utilization)
357783980,2024-04-08 05:15:00,2024-04-08 05:45:00,45,Shut Down (Low Utilization)
357783980,2024-04-08 06:15:00,2024-04-08 06:45:00,45,Shut Down (Low Utilization)
357783980,2024-04-09 01:30:00,2024-04-09 01:45:00,30,Shut Down (Low Utilization)
357783980,2024-04-09 02:30:00,2024-04-09 03:00:00,45,Shut Down (Low Utilization)
357783980,2024-04-09 05:00:00,2024-04-09 06:15:00,90,Shut Down (Low Utilization)
357783980,2024-04-10 01:00:00,2024-04-10 02:15:00,90,Shut Down (Low Utilization)
357783980,2024-04-10 02:45:00,2024-04-10 03:00:00,30,Shut Down (Low Utilization)
357783980,2024-04-10 03:30:00,2024-04-10 04:00:00,45,Shut Down (Low Utilization)
357783980,2024-04-10 05:15:00,2024-04-10 05:45:00,45,Shut Down (Low Utilization)
357783980,2024-04-11 03:00:00,2024-04-11 03:15:00,30,Shut Down (Low Utilization)
357783980,2024-04-11 04:45:00,2024-04-11 05:00:00,30,Shut Down (Low Utilization)
357783980,2024-04-11 05:30:00,2024-04-11 06:00:00,45,Shut Down (Low Utilization)
357783980,2024-04-11 06:30:00,2024-04-11 06:45:00,30,Shut Down (Low Utilization)
357783980,2024-04-12 02:00:00,2024-04-12 02:15:00,30,Shut Down (Low Utilization)
357783980,2024-04-12 03:30:00,2024-04-12 04:15:00,60,Shut Down (Low Utilization)
357783980,2024-04-12 05:45:00,2024-04-12 06:00:00,30,Shut Down (Low Utilization)
357783980,2024-04-13 01:15:00,2024-04-13 02:15:00,75,Shut Down (Low Utilization)
357783980,2024-04-13 03:30:00,2024-04-13 04:45:00,90,Shut Down (Low Utilization)
357783980,2024-04-13 06:15:00,2024-04-13 06:45:00,45,Shut Down (Low Utilization)
357783980,2024-04-14 01:15:00,2024-04-14 01:30:00,30,Shut Down (Low Utilization)
357783980,2024-04-14 03:30:00,2024-04-14 05:15:00,120,Shut Down (Low Utilization)
357783980,2024-04-15 01:00:00,2024-04-15 01:30:00,45,Shut Down (Low Utilization)
357783980,2024-04-15 03:15:00,2024-04-15 03:30:00,30,Shut Down (Low Utilization)
357783980,2024-04-15 04:00:00,2024-04-15 04:45:00,60,Shut Down (Low Utilization)
357783980,2024-04-15 06:15:00,2024-04-15 06:45:00,45,Shut Down (Low Utilization)
357783980,2024-04-16 01:00:00,2024-04-16 01:45:00,60,Shut Down (Low Utilization)
357783980,2024-04-16 02:30:00,2024-04-16 03:30:00,75,Shut Down (Low Utilization)
357783980,2024-04-16 04:00:00,2024-04-16 04:15:00,30,Shut Down (Low Utilization)
357783980,2024-04-16 05:30:00,2024-04-16 05:45:00,30,Shut Down (Low Utilization)
357783980,2024-04-16 06:15:00,2024-04-16 06:45:00,45,Shut Down (Low Utilization)
357783980,2024-04-17 01:00:00,2024-04-17 01:30:00,45,Shut Down (Low Utilization)
357783980,2024-04-17 03:00:00,2024-04-17 03:30:00,45,Shut Down (Low Utilization)
357783980,2024-04-17 04:00:00,2024-04-17 05:30:00,105,Shut Down (Low Utilization)
357783980,2024-04-17 06:30:00,2024-04-17 06:45:00,30,Shut Down (Low Utilization)
357783980,2024-04-18 01:30:00,2024-04-18 02:00:00,45,Shut Down (Low Utilization)
357783980,2024-04-18 03:30:00,2024-04-18 03:45:00,30,Shut Down (Low Utilization)
357783980,2024-04-18 04:15:00,2024-04-18 04:30:00,30,Shut Down (Low Utilization)
357783980,2024-04-18 05:15:00,2024-04-18 06:15:00,75,Shut Down (Low Utilization)
357783980,2024-04-19 02:00:00,2024-04-19 02:15:00,30,Shut Down (Low Utilization)
357783980,2024-04-19 03:15:00,2024-04-19 03:45:00,45,Shut Down (Low Utilization)
357783980,2024-04-19 04:30:00,2024-04-19 06:30:00,135,Shut Down (Low Utilization)
357783980,2024-04-20 01:45:00,2024-04-20 02:00:00,30,Shut Down (Low Utilization)
357783980,2024-04-20 02:30:00,2024-04-20 02:45:00,30,Shut Down (Low Utilization)
357783980,2024-04-20 04:00:00,2024-04-20 05:45:00,120,Shut Down (Low Utilization)
357783980,2024-04-20 06:15:00,2024-04-20 06:45:00,45,Shut Down (Low Utilization)
357783980,2024-04-21 02:00:00,2024-04-21 02:30:00,45,Shut Down (Low Utilization)
357783980,2024-04-21 03:30:00,2024-04-21 04:00:00,45,Shut Down (Low Utilization)
